Apr_AC1,Post_AC1,FD1,FD2,AI1,Apr_AC2,Post_AC2,POLO,STATUS
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.4,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
0,0,0,0,0,0,0,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,BURITIS,Aprov
0,0,0,0,0,0,0,BURITIS,Reprov
1,0.7,0.6,0.4,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,0,0.875,0,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
0,0,0,0,0,0,0,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
0,0,0,0,0,0,0,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
0,0,0,0,0,0,0,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.4,0.4,0,0.875,0.7,BURITIS,Reprov
1,0.7,0,0.6,0,0.875,0.7,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,BURITIS,Aprov
1,0.7,0.6,0.2,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.777778,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0,0,0,0.875,0.7,MONTE_AZUL,Reprov
1,0.7,0,0,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0,0.6,0.6,0,0.875,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0,0.6,0.6,1,0.875,0,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
0,0,0.6,0,0.777778,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,MONTE_AZUL,Aprov
0,0.7,0.4,0.2,0,0,0.7,MONTE_AZUL,Reprov
1,0,0.6,0.4,0.888889,0.875,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.666667,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0,0.6,0.6,1,0.875,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,MONTE_AZUL,Aprov
1,0,0.6,0.6,0.888889,0.875,0,MONTE_AZUL,Aprov
0,0.7,0.6,0.6,0,0,0.7,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.2,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.777778,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.4,0.4,0.777778,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,MONTE_AZUL,Aprov
0,0.7,0.6,0.4,0,0,0.7,MONTE_AZUL,Reprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,MONTE_AZUL,Reprov
1,0,0.6,0.6,0.888889,0.875,0,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0.857143,0.7,0.4,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0,0.6,0.6,1,0.875,0,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.2,0.6,0.888889,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0,0,0.6,0.6,0.888889,0,0,NOVA_SERRANA,Reprov
0.857143,0.7,0,0,0,0.875,0.7,NOVA_SERRANA,Reprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0,NOVA_SERRANA,Reprov
0.857143,0.7,0.6,0.4,0.777778,0.875,0.7,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.4,0.888889,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.4,0.6,0.777778,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.4,1,0.875,0.7,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.4,0.4,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,0.666667,0.875,0.7,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0,0,0,0,0,0,0,NOVA_SERRANA,Reprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0,0.6,0.6,1,0.875,0,NOVA_SERRANA,Reprov
0.857143,0.7,0.4,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.4,0.777778,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.7,0.6,0.6,1,0.875,0.7,NOVA_SERRANA,Aprov
0.857143,0.5,0.2,0.4,0.888889,0.875,0.7,NOVA_SERRANA,Reprov
1,0.7,0.6,0.6,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.877778,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0,1,0.875,0.8,URUCUIA,Aprov
1,0.7,0.4,0.4,0.955556,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.972222,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.888889,0.875,0.8,URUCUIA,Aprov
1,0.7,0.4,0.4,0.888889,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.877778,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.6,0,0.875,0.7,URUCUIA,Reprov
1,0.7,0.6,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.6,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.944444,0.875,0.7,URUCUIA,Aprov
0,0,0,0,0,0,0,URUCUIA,Reprov
1,0.7,0.4,0.4,0.777778,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.888889,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.888889,0.875,0.7,URUCUIA,Aprov
0,0,0,0,0,0,0,URUCUIA,Reprov
0,0.7,0,0,0,0,0.7,URUCUIA,Reprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.6,1,0,0.7,URUCUIA,Aprov
0,0.7,0.4,0.4,1,0,0.7,URUCUIA,Reprov
1,0.7,0,0.4,0.955556,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,URUCUIA,Aprov
0,0.7,0,0,0,0,0.7,URUCUIA,Reprov
0,0,0,0,0,0,0,URUCUIA,Reprov
0,0.7,0,0,0,0,0.7,URUCUIA,Reprov
0,0.7,0,0,0,0,0.7,URUCUIA,Reprov
1,0.7,0.6,0.4,0.961111,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,URUCUIA,Aprov
0,0.7,0.6,0.6,1,0,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.916667,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.4,0.916667,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0,0.875,0.7,URUCUIA,Reprov
0,0,0,0,0,0,0,URUCUIA,Reprov
1,0.7,0.4,0.6,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.888889,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.933333,0.875,0.7,URUCUIA,Aprov
0,0,0,0,0,0,0,URUCUIA,Reprov
1,0.7,0.4,0.4,0.944444,0.875,0.7,URUCUIA,Aprov
1,0.7,0.4,0.4,0.777778,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.7,URUCUIA,Aprov
1,0.7,0,0.4,1,0.875,0.7,URUCUIA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0,0.888889,0.875,0.7,VARZEA_DA_PALMA,Reprov
1,0.7,0.2,0.2,0.888889,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
0,0,0,0,0,0,0,VARZEA_DA_PALMA,Reprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.4,0.777778,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.4,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
0,0,0,0,0,0,0,VARZEA_DA_PALMA,Reprov
1,0.7,0.6,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.4,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.2,0.888889,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
0,0,0,0,0,0,0,VARZEA_DA_PALMA,Reprov
1,0.7,0.4,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,0,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.6,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.2,0.2,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.4,1,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.6,0.4,0.944444,0.875,0.7,VARZEA_DA_PALMA,Aprov
1,0.7,0.4,0,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.4,0,1,0.875,0.8,BURITIS,Aprov
1,0,0.6,0,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.4,0.4,1,0.875,0.8,BURITIS,Aprov
1,0,0.6,0,0,0.875,0.8,BURITIS,Reprov
1,0.7,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0,1,0.875,0.8,BURITIS,Aprov
1,0.7,0,0,1,0.875,0.8,BURITIS,Reprov
1,0,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
1,0.8,0,0,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.6,0,1,0.875,0.8,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
0,0,0,0,0,0,0.8,BURITIS,Reprov
1,0.7,0.6,0.6,0,0.875,0.8,BURITIS,Reprov
1,0.8,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.4,0.4,1,0.875,0.8,BURITIS,Aprov
0.571429,0.7,0.6,0.6,1,0.5,0.8,BURITIS,Aprov
0,0,0,0,0,0,0.8,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
0,0,0,0,0,0,0.8,BURITIS,Reprov
1,0.7,0.6,0.4,1,0.875,0.8,BURITIS,Reprov
1,0.7,0.4,0,1,0.875,0.8,BURITIS,Reprov
1,0.8,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
0,0,0,0,0,0,0.8,BURITIS,Reprov
1,0.7,0.6,0.4,1,0.875,0.8,BURITIS,Aprov
0,0,0,0,0,0,0.8,BURITIS,Reprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
0,0,0,0,0,0,0.8,BURITIS,Reprov
1,0.8,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.4,0,1,0.875,0.8,BURITIS,Aprov
1,0.8,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.4,0.4,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,BURITIS,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0,0,0,0.875,0.8,MONTE_AZUL,Reprov
1,0.8,0.6,0,0,0.875,0.8,MONTE_AZUL,Reprov
0,0,0.6,0.6,1,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.8,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
0,0,0.6,0.6,1,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
0,0,0.6,0.6,0,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0,0,0,0.875,0.8,MONTE_AZUL,Reprov
0,0,0.6,0.6,0.888889,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.8,0.6,0.6,0,0.875,0.8,MONTE_AZUL,Aprov
1,0.8,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.8,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0,0.875,0.8,MONTE_AZUL,Aprov
0,0,0.6,0,1,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.8,0.4,0.4,0.888889,0.875,0.8,MONTE_AZUL,Aprov
0,0.7,0.4,0.6,1,0,0,MONTE_AZUL,Reprov
1,0.7,0.6,0,0.555556,0.875,0,MONTE_AZUL,Reprov
1,0.7,0.6,0.4,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Reprov
1,0.7,0.6,0.6,0,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.4,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.777778,0.875,0.8,MONTE_AZUL,Reprov
1,0.7,0.4,0.6,0,0.875,0.8,MONTE_AZUL,Aprov
0,0,0,0,0,0,0,MONTE_AZUL,Reprov
0,0,0.6,0.6,0.888889,0,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,MONTE_AZUL,Aprov
1,0.7,0.6,0.6,0.888889,0.875,0.8,MONTE_AZUL,Aprov
1,0.8,0.6,0.6,0.777778,0.875,0.8,MONTE_AZUL,Aprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
1,0.8,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.8,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
0,0,0.6,0,1,0,0.8,NOVA_SERRANA,Reprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
1,0.8,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.8,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
1,0.8,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.8,0.6,0,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.8,0.6,0,1,0.875,0.8,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
0,0.8,0.6,0,1,0,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0,0,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
0,0,0.6,0,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0,0,0.75,0.8,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
1,0.8,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
1,0.7,0.2,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.8,0.6,0.6,1,0,0.8,NOVA_SERRANA,Aprov
1,0.8,0.6,0.6,1,0.75,0.8,NOVA_SERRANA,Aprov
0,0,0,0,0,0,0.8,NOVA_SERRANA,Reprov
1,0.8,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
1,0.7,0.6,0.6,1,0.875,0.8,NOVA_SERRANA,Aprov
